Date,BitcoinPrice,MarketCap,TradeVol,BlockSizeTot,BlockSizeAvg,BlockTransAvg,BlockConTime,Hashrate,Difficulty,MineRev,TransFee,CostTransVol,CostPerTrans,UniAddress,TransPerDay,TransTot,TransExPop,TransExLong,OutValue,TransValue
29/10/2017,6155.43402,1.03E+11,572711007.5,139026.7032,1.018008403,2168.993506,15.73333333,11122042.8,1.45E+12,13055675.56,278.857125,1.038208046,40.61281977,666706,334025,266853995,317564,250060,1659959.905,212275.096
30/10/2017,6105.87422,1.02E+11,144588378.9,139177.8941,1.028509136,2150.183673,15.9,10616495.4,1.45E+12,12373554.11,263.5909742,0.762970152,40.58820228,672642,316077,267170072,305616,225551,1855584.227,275383.1153
31/10/2017,6388.645167,1.06E+11,454449998.3,139320.9997,1.036997174,2011.123188,15.85,9966505.887,1.45E+12,12093705.3,231.8949993,0.786564378,45.04623842,611373,277535,267447607,267062,188029,1916686.477,248790.1886
01/11/2017,6665.306683,1.11E+11,630017228.5,139434.7178,1.043285303,2218.238532,9.816666667,7872095.229,1.45E+12,10194586.57,219.1526646,0.830188626,43.60100615,733878,241788,267689395,234730,243457,1711620.598,190517.265
02/11/2017,7068.0201,1.18E+11,1143999865,139590.3271,1.03739566,2276.493333,10.55,10833158.57,1.45E+12,14715617.85,277.5907948,0.635856477,44.55552986,704944,341474,268030869,329152,234241,2251378.165,338534.0675
03/11/2017,7197.72006,1.20E+11,374814689,139714.8733,1.046605975,2332.756303,18.875,8594305.801,1.45E+12,12261316.12,271.7738527,0.757280998,45.61546085,670928,277598,268308467,268570,203967,3036929.609,232314.538
04/11/2017,7437.543317,1.24E+11,563573963.1,139848.5455,1.028248008,2262.469231,15.51666667,9388737.429,1.45E+12,13655329.53,273.249729,0.991200783,48.00172237,588058,294121,268602588,283626,228764,5765969.345,191510.1119
05/11/2017,7377.012367,1.23E+11,568573468.2,139995.5616,1.042667163,1785.304965,14.9,10183169.06,1.45E+12,13953618.89,197.6563993,1.104054664,57.4433436,555458,251728,268854316,243244,180241,6077425.122,177541.6076
06/11/2017,6989.071667,1.16E+11,832822399.4,140134.4872,1.044553376,2037.81203,12.01666667,9605400.601,1.45E+12,12842419.19,240.3378973,0.847888945,49.06880974,608650,271029,269125345,260465,199667,2782648.586,224420.652
07/11/2017,7092.127233,1.18E+11,533993339.5,140294.6025,1.026380083,2151.512821,10.73333333,11266484.92,1.45E+12,15347363.33,294.127314,0.871607661,47.41933654,714349,335636,269460981,323686,241986,3523838.116,257469.8931
08/11/2017,7415.87825,1.24E+11,1261823617,140442.4661,1.026831007,2092.680556,15.35833333,10399832.23,1.45E+12,15069064.6,306.2517252,0.826903575,51.83312988,646100,301346,269762327,288774,238978,4267266.919,254715.5182
09/11/2017,7158.03706,1.19E+11,528018381.6,140599.2596,1.024794026,2230.594771,10.78333333,11049821.74,1.45E+12,15722628.4,361.32994,0.717960174,47.69137156,727945,341281,270103608,329691,246946,2237809.572,316706.9736
10/11/2017,6719.39785,1.12E+11,1128392931,140725.2612,1.050013067,2264.541667,18.05,8139094.745,1.42E+12,11846298.41,319.9729572,0.628934441,45.00219829,619943,271745,270375353,260777,202029,2333950.774,289374.0331
11/11/2017,6362.851033,1.06E+11,805734191,140809.9213,1.058251325,2432.925,16.71666667,5426063.163,1.36E+12,8125360.77,317.0579268,0.623462458,43.05642072,455431,194634,270569987,189193,155561,1664880.37,211248.9548
12/11/2017,5716.301583,95327831901,1601736904,140894.1704,1.053113988,2324.575,27.26666667,5426063.163,1.36E+12,8791671.835,583.6104671,0.490835718,48.6776885,467890,185966,270755953,182691,146060,2087930.627,322635.5394
13/11/2017,6550.227533,1.09E+11,1259093768,141040.0207,1.0417878,2209.278571,18.6,9495610.536,1.36E+12,16126660.19,783.3862644,0.784488439,53.65118045,694828,309299,271065252,299449,232312,4374153.7,322934.8118
14/11/2017,6635.412633,1.11E+11,597502689.4,141171.5294,1.027411461,2124.960938,20.975,8681701.061,1.36E+12,14299314.22,615.0868792,0.801734603,54.03781489,604054,271995,271337247,261563,202204,3861149.037,276286.8
15/11/2017,7301.42992,1.22E+11,925948610,141330.5078,1.045910632,2117.026316,18.275,10309520.01,1.36E+12,17742474.71,603.509962,0.78642898,56.80510939,709142,321788,271659035,311421,231600,3422899.06,318338.9762
16/11/2017,7815.0307,1.30E+11,1167106378,141485.9718,1.022789349,2042.078947,12.55,10309520.01,1.36E+12,18216836.56,502.6402592,0.798489096,60.49274922,677301,310396,271969431,300307,221862,3817994.312,300898.3181
17/11/2017,7786.884367,1.30E+11,1009820548,141658.738,1.034528575,1836.02994,9.15,11326906.85,1.36E+12,18692415.92,401.1664327,0.691264843,63.20248955,684253,306617,272276048,286083,228761,3818219.593,360016.3465
18/11/2017,7817.140383,1.30E+11,541082170.9,141801.2361,1.047779654,1991.720588,11.75,9224307.378,1.36E+12,15016726.68,289.9883924,0.788924683,57.42898404,614839,270874,272546922,263154,197143,2716113.898,252240.6049
19/11/2017,8007.654067,1.34E+11,541743546.8,141968.114,1.042986825,1655.34375,12.375,10852126.33,1.36E+12,17376609.32,247.4435441,1.117561545,67.94944568,603429,264855,272811777,257447,177053,5442164.823,201102.4408
20/11/2017,8255.596817,1.38E+11,546752953.5,142146.3834,1.018682537,1921.165714,7.5,11869513.17,1.36E+12,20065228.06,329.0181743,0.867693019,61.79390914,734768,336204,273147981,326795,217143,4224222.225,290024.0199
21/11/2017,8059.8,1.35E+11,1004515767,142329.0531,1.055894156,2145.034682,13.1,11733861.59,1.36E+12,19226652.9,310.2965518,0.782585114,53.70716522,753813,371091,273519072,343461,234280,3637233.522,315977.9695
22/11/2017,8268.035,1.38E+11,494283581.3,142460.1006,1.065427033,2087.065041,9.033333333,8342572.114,1.36E+12,13902700.85,205.6152497,0.832780682,56.14192682,673818,256709,273775781,247516,206833,3081911.812,209312.6423
23/11/2017,8148.95,1.36E+11,425395614.8,142626.033,1.056894261,2243.356688,15.35,10648648.96,1.36E+12,17540614.88,265.9195691,0.739516767,51.5585427,747161,352207,274127988,338456,239557,3406958.991,301334.5563
24/11/2017,8250.978333,1.38E+11,644675714.8,142782.2762,1.048611973,2051.912752,9.75,9977010.841,1.36E+12,16712356.61,233.5364872,0.642572017,56.56647633,698358,305735,274433723,289866,208134,2677848.851,326194.7973
25/11/2017,8707.407267,1.45E+11,677327101.1,142945.7424,1.047860103,2158.262821,13.025,10445729.47,1.35E+12,18041747.86,195.6397653,0.788769024,55.49025743,697525,336689,274770412,318480,219357,2899917.653,272023.8371
26/11/2017,9284.1438,1.55E+11,183816238.5,143105.2025,1.042223373,2154.751634,15.375,10244850.06,1.35E+12,18860738.13,191.2220773,0.862340506,59.24361809,712606,329677,275100089,317735,215129,2050315.308,243954.9184
27/11/2017,9718.29505,1.62E+11,1100089827,143283.26,1.047396647,2230.917647,13.35,11383166.73,1.35E+12,22128557.83,236.5030831,0.672359406,60.51264508,829650,379256,275479345,363700,241241,2426385.167,351226.303
28/11/2017,9952.50882,1.66E+11,824886242.4,143449.0577,1.062805744,2346.00641,9.966666667,10445729.47,1.35E+12,21029651.14,245.2309135,0.672061366,59.69789093,816744,365977,275845322,350166,240917,2880931.739,326641.4386
29/11/2017,9879.328333,1.65E+11,3006736495,143633.2004,1.064409006,2301.098266,10.08333333,11584046.14,1.35E+12,23310275.2,290.9021286,0.611135289,60.88564184,903004,398090,276243412,382774,259927,3262042.942,401449.9201
30/11/2017,10147.372,1.70E+11,2130663923,143811.6069,1.068302413,2301.712575,17.1,11182287.32,1.35E+12,22988871.27,270.6311441,0.68752229,62.2520954,851419,384386,276627798,368696,267508,2697792.327,342989.7735
01/12/2017,10883.912,1.82E+11,1589331513,144007.0664,1.068084667,2256.327869,15.2,12253644.19,1.35E+12,26605722.88,247.0519056,1.029439009,66.80868353,869274,412908,277040706,371320,270409,2319117.915,246207.0975
02/12/2017,11071.36833,1.85E+11,965994254.4,144173.9105,1.036298422,2027.043478,10.35,10780528.49,1.35E+12,23388265.6,190.2958534,1.228391301,74.72855934,683882,326354,277367060,296727,219519,2142790.417,179323.6286
03/12/2017,11332.622,1.89E+11,592011274.2,144358.2485,1.04737504,2005.931818,8.383333333,11784925.56,1.35E+12,26076363.22,187.4511427,1.33975386,76.63657035,762992,353044,277720104,332484,243213,1870464.104,178200.7287
04/12/2017,11584.83,1.94E+11,1283672891,144551.6109,1.068300398,2213.734807,8.633333333,12119724.58,1.35E+12,27786214.76,226.1199096,1.108345039,71.95219845,885109,400686,278120790,381149,265791,2613354.179,224534.7633
05/12/2017,11878.43333,1.99E+11,999891969.5,144740.0521,1.058658534,2279.264045,13,11918845.17,1.35E+12,28080616.4,219.679754,1.088478029,71.57584742,891235,405709,278526499,378024,248754,3015982.765,224596.1506
06/12/2017,13540.98,2.26E+11,1982715220,144939.1528,1.059046223,2359.505319,12.075,14867776.06,1.41E+12,34001400.78,257.1699543,0.973249163,79.58672415,978251,443587,278970086,415131,262810,3531510.981,267883.0924
07/12/2017,16501.97167,2.76E+11,4548758962,145096.9953,1.045315113,2465.860927,10.33333333,11941671.2,1.59E+12,35850533.45,361.5770684,0.66089346,99.67692881,869098,372345,279342431,356607,238956,3400920.709,340308.5676
08/12/2017,16007.43667,2.68E+11,3800432532,145261.0064,1.051352891,2468.538462,15.5,12337090.77,1.59E+12,40290718.09,641.4296648,0.864337272,107.7200935,902011,385092,279727523,371809,266466,2492427.014,299816.9523
09/12/2017,15142.83415,2.53E+11,2195860927,145443.9267,1.051266287,2318.385057,11.95,13760601.25,1.59E+12,40234510.34,567.0884245,1.067047779,102.9328041,877574,403399,280130922,390742,318896,2895169.904,256978.9731
10/12/2017,14869.805,2.49E+11,2539286893,145617.186,1.056458927,2081.829268,10.48333333,12969762.09,1.59E+12,36118756.35,458.1002969,1.04395087,109.2348496,739391,341420,280472342,330823,262141,1987675.08,240250.798
11/12/2017,16762.11667,2.81E+11,2487997751,145798.5226,1.060447971,2155.54386,13.4,13523349.5,1.59E+12,42517108.93,483.6386507,1.0285611,119.1971521,867654,368598,280840940,357068,256056,2687922.77,254835.4834
12/12/2017,17276.39333,2.89E+11,1992977378,145964.0874,1.061313154,2390.878205,13.1,12337090.77,1.59E+12,41532449.57,537.9440791,0.746195666,115.2422281,867771,372977,281213917,355339,244992,3302129.257,333417.1171
13/12/2017,16808.36667,2.81E+11,2027550685,146160.7015,1.057064672,2282.682796,11.525,14709608.23,1.59E+12,47718952.97,604.2979452,1.056945669,115.9659661,958476,424579,281638496,407341,259062,3267550.708,277147.4477
14/12/2017,16678.892,2.79E+11,610207126.7,146353.4414,1.041837308,2652.12973,8.233333333,14630524.31,1.59E+12,47709970.57,644.6079443,1.374665231,100.523565,1072861,490644,282129140,470650,225507,2943542.647,215114.7697
15/12/2017,17771.9,2.98E+11,2066395217,146532.233,1.057938769,2400.449704,13.15,13365181.67,1.59E+12,46748982.95,592.7039343,1.14088464,118.5098793,942513,405676,282534816,389126,256456,2756649.28,237114.5897
16/12/2017,19498.68333,3.27E+11,1636509992,146712.9088,1.056583702,2129.953216,13.05,13523349.5,1.59E+12,50569835.23,534.0113834,1.454337074,143.0197915,819304,364222,282899038,349526,230740,2356102.923,183692.7238
17/12/2017,19289.785,3.23E+11,1641066518,146905.5076,1.041074422,2118.432432,11.6,14630524.31,1.59E+12,53191582.14,535.4386753,1.084525664,140.1753585,877464,391910,283290948,375878,234246,2389062.955,262597.6285
18/12/2017,18961.85667,3.18E+11,2021140821,147095.158,1.042035055,2166.148352,11.45,16946489.24,1.72E+12,52600190.39,587.1254837,1.113602509,137.6606911,922523,394239,283685187,376724,233159,3005751.3,257014.9995
19/12/2017,17737.11167,2.97E+11,2215330001,147243.5803,1.0601594,2704.442857,9.9,13035760.95,1.87E+12,41629001.08,662.5955054,1.134656427,113.0216308,887697,378622,284063809,362550,203360,1984897.73,212627.8446
20/12/2017,16026.27167,2.69E+11,2752775707,147389.4811,1.07280014,2722.625,11.25,12663310.64,1.87E+12,40786861.39,911.5917428,0.812362941,113.0345086,853863,370277,284434086,352242,238891,2227875.178,321480.9061
21/12/2017,16047.51,2.69E+11,1989091729,147526.5885,1.038692091,2541.530303,10.85,12290860.32,1.87E+12,43552942.14,1128.76167,1.218265879,132.9198159,840739,335482,284769568,318502,188722,1791086.429,228091.5617
22/12/2017,15190.945,2.55E+11,5352015516,147691.2479,1.062319065,2455.793548,16.5,14432449.62,1.87E+12,51049170.67,1495.946477,1.17971241,137.0223845,890731,380648,285150216,360730,234495,1901698.95,291040.973
23/12/2017,15360.26167,2.57E+11,1967536506,147838.5932,1.060037964,2217.345324,14.01666667,12942648.37,1.87E+12,41833672.65,1065.615595,1.746479384,139.6984177,729637,308211,285458427,290746,198555,1781229.264,160500.9266
24/12/2017,13949.175,2.34E+11,1798168178,148000.3429,1.064142862,1838.967105,10.86666667,14153111.89,1.87E+12,37634874.15,881.1213628,1.522727561,138.7876797,652209,279523,285737950,267959,202080,1427328.525,182640.7713
25/12/2017,14119.02833,2.37E+11,1134112808,148142.1936,1.050745956,1695.748148,10.5,12570198.06,1.87E+12,32706729.13,689.394412,1.331934106,146.5951423,565074,228926,285966876,216690,148542,1810627.098,178454.3545
26/12/2017,15999.04833,2.68E+11,1745062014,148291.3381,1.05031312,1742.535211,13.375,13221986.11,1.87E+12,38893686.5,725.6238182,1.261030381,161.6860707,605853,247440,286214316,232606,153759,2185221.901,198300.0454
27/12/2017,15589.32167,2.61E+11,1619268857,148457.8829,1.067594788,1972.064103,8.133333333,14525562.2,1.87E+12,41529952.92,784.8171235,0.908155164,138.5829758,749191,307642,286521958,293690,168263,2323583.618,301139.8528
28/12/2017,14380.58167,2.41E+11,1883494461,148619.2801,1.08320304,2047.33557,9.8,13873774.15,1.87E+12,37008426.92,785.8338917,1.052555144,124.8457868,741488,305053,286827011,290853,171224,2067417.474,251609.9899
29/12/2017,14640.14,2.46E+11,1274049464,148792.1595,1.047753715,2144.387879,8.066666667,15363575.41,1.87E+12,40531227.59,785.7950496,1.132235402,117.8536173,838925,353824,287180835,337150,182523,2311057.659,251563.8573
30/12/2017,13215.574,2.22E+11,1728481567,148944.5812,1.036882014,2342.904762,10.7,13687549,1.87E+12,33640243.62,778.5711097,0.876877532,100.383794,815099,344407,287525242,327455,187663,2243962.344,298339.3935
31/12/2017,14165.575,2.38E+11,1142728355,149113.6214,1.037056969,1781.730061,9.133333333,15177350.25,1.87E+12,35435185.86,545.1445262,1.101150056,125.9706384,678712,290422,287815664,278158,204038,1638125.546,234540.6526
01/01/2018,13812.18667,2.32E+11,744866630.5,149276.3891,1.0433825,1549.724359,13.9,14975580.96,1.92E+12,32334328.99,469.4130365,1.309244002,138.227164,593282,241757,288057421,231679,157092,1683244.829,184794.6627
02/01/2018,15005.85667,2.52E+11,1567582732,149454.463,1.041367596,1994.035088,7.983333333,16415540.67,1.93E+12,40553327.64,649.1649763,1.185870136,122.6356244,850801,340980,288398401,324425,175840,2536938.596,234989.0508
03/01/2018,15053.26167,2.53E+11,1138506779,149621.7485,1.06551321,2522.057325,9.55,15071578.27,1.93E+12,39612658.08,749.6854726,1.432448484,103.1087188,937530,395963,288794364,376433,209685,2816884.612,189339.1282
04/01/2018,15199.355,2.55E+11,1371803860,149800.8084,1.065832702,2529.809524,13.95,16127548.73,1.93E+12,42527795.29,778.2610948,1.079246048,102.9338557,1054711,425008,289219372,402643,205100,2737825.461,266691.8355
05/01/2018,17174.12,2.88E+11,1764169571,149953.4804,1.067635797,2396.552448,9.483333333,13727615.88,1.93E+12,41569957.46,701.3560209,0.827695246,124.7243621,888402,342707,289562079,322200,181631,2921230.734,300697.1506
06/01/2018,17319.198,2.91E+11,1024721001,150130.6547,1.054609161,2135.994048,9.766666667,16127548.73,1.93E+12,46900388.18,694.4779056,1.230608582,134.8711739,889098,358847,289920926,342679,241394,2979615.086,227080.97
07/01/2018,16651.47167,2.80E+11,946406884.8,150300.3883,1.047738315,2272.759259,14.3,15551564.84,1.93E+12,43826673.43,686.1140025,0.921736984,122.6117109,910004,368187,290289113,352796,162523,2757179.425,294130.9777
08/01/2018,15265.90667,2.56E+11,1742246004,150474.7959,1.050648337,2082.361446,14.875,15935554.1,1.93E+12,41050023.03,694.5264055,1.046518107,122.3105476,895996,345672,290634785,329050,233898,2520926.892,264641.9958
09/01/2018,14714.25333,2.47E+11,1182426648,150647.7502,1.054599348,2196.737805,14.375,15743559.47,1.93E+12,39993340.56,752.4182028,1.08684124,114.4587772,919149,360265,290995050,340700,206394,2246011.729,257849.822
10/01/2018,15126.39833,2.54E+11,1634548780,150823.4106,1.058194976,2092.728916,13.7,15935554.1,1.93E+12,41068171.48,720.3257009,1.075517804,121.7157802,876989,347393,291342443,330491,194819,2162979.761,259905.1071
11/01/2018,13296.794,2.23E+11,1663185738,151027.4343,1.057117456,1751.082902,11.425,18527481.57,1.93E+12,40136372.69,697.4408335,1.14839535,122.3587554,822010,337959,291680402,322216,204041,1858450.481,270807.5084
12/01/2018,13912.882,2.34E+11,1014053986,151215.1653,1.054668758,1685.904494,8.166666667,17087521.86,1.93E+12,38260425.5,617.6357942,1.212459004,131.790878,747265,300091,291980493,286175,191086,1779515.718,234452.1164
13/01/2018,14499.77333,2.44E+11,740504187,151366.3463,1.014637591,1783.456376,9.683333333,16501289.11,2.13E+12,33603224.7,528.466321,1.326114132,130.462565,652049,265735,292246228,253379,176924,1365097.695,180298.6834
14/01/2018,13852.92,2.33E+11,804914641.6,151529.1982,1.050657768,1516.419355,7.733333333,17165770.55,2.23E+12,32575141.38,491.3244648,1.256204351,143.1483801,592041,235045,292481273,224444,154354,1269172.799,193346.2866
15/01/2018,14012.196,2.35E+11,758546178.6,151688.0978,1.059330047,1824.153333,8.483333333,16612036.02,2.23E+12,32326136.17,510.1176178,1.181555724,122.1415435,670839,273623,292754896,259372,173183,1497810.168,201862.4741
16/01/2018,11180.99833,1.88E+11,2762626869,151855.0564,1.05005422,1910.220126,13.025,17608758.18,2.23E+12,28025172.32,606.3824601,0.959737423,95.48833801,737398,303725,293058621,287366,174727,2889286.589,270270.0133
17/01/2018,11116.94667,1.87E+11,2926596198,152032.4457,1.062211413,1890.844311,13.425,18494733.44,2.23E+12,29865677.22,675.0966865,1.094483102,97.25921641,768381,315771,293374392,300012,196755,2469526.194,252411.0863
18/01/2018,11345.42333,1.91E+11,1771113579,152214.2425,1.050848873,1788.988439,8.533333333,19159214.88,2.23E+12,31046750.95,656.8975354,1.179685497,103.3530706,744189,309495,293683887,293730,184028,2156724.201,238995.6935
19/01/2018,11422.44,1.92E+11,1064413370,152387.2214,1.048356521,1476.478788,13.075,18273239.62,2.23E+12,28241982.9,491.4899943,1.16537472,119.7476283,578406,243619,293927506,231462,152039,1953499.509,219156.1179
20/01/2018,12950.79333,2.18E+11,1097313787,152584.1906,1.10656859,1351.747191,7.45,19712949.41,2.23E+12,33309440.45,429.4031975,1.275668646,142.872218,559711,240611,294168117,230899,166380,1460377.7,208079.3634
21/01/2018,11505.228,1.93E+11,436195518.9,152785.6817,1.077492856,1153.058824,11.525,20709671.57,2.23E+12,29815798.36,343.3626963,1.739126706,143.0463337,522861,215622,294383739,207718,152188,1108525.071,154149.9356
22/01/2018,10544.59333,1.77E+11,1210203941,152966.2151,1.081038102,1470.431138,11.6,18494733.44,2.23E+12,24447639.64,314.6125395,1.206449778,103.1482879,574420,245562,294629301,235003,160630,1525531.996,199105.8877
23/01/2018,11223.064,1.89E+11,1305109028,153155.6661,1.070344655,1536.361582,7.8,19602202.5,2.23E+12,27086864.96,285.9580052,1.399833136,103.1137992,547568,271936,294901237,232259,165118,1539514.46,178482.5592
24/01/2018,11282.25833,1.90E+11,921820890.7,153343.985,1.069993955,1422.857955,12.325,19491455.6,2.23E+12,27021008.71,283.498099,1.333912662,111.8885531,576212,250423,295151660,241244,162151,1502763.714,186181.4622
25/01/2018,11214.44,1.89E+11,772706342.8,153519.4167,1.11032681,1497.341772,11.375,20445148.56,2.46E+12,23853113.88,220.8544664,1.159854506,104.0885881,539581,236580,295388240,227471,163043,1357490.317,189321.5447
26/01/2018,10969.815,1.85E+11,1135179207,153681.0239,1.042627297,1422.316129,11.775,20056949.54,2.60E+12,22680092.51,209.132216,0.834349369,106.8142298,514621,220459,295608699,214772,142735,1702177.389,257282.1766
27/01/2018,11524.77667,1.94E+11,763094646,153844.0759,1.03854793,1232.980892,11.6,20315748.89,2.60E+12,23654604.11,168.2546936,1.778601233,126.8556963,541699,193578,295802277,188058,126082,1363301.068,119799.4611
28/01/2018,11765.71,1.98E+11,738104166.9,154006.9753,1.031008842,1350.924051,11.95,20445148.56,2.60E+12,24143236.92,155.3448557,1.302241849,117.4302623,492738,213446,296015723,205967,137919,3128906.096,163590.5694
29/01/2018,11212.655,1.89E+11,611119735.3,154157.6651,1.018173892,1568.756757,12.275,19151151.82,2.60E+12,21651636.8,145.7511292,1.243011733,96.38235165,532630,232176,296247899,225983,155772,1941048.853,160557.7065
30/01/2018,10184.06167,1.71E+11,1266284116,154322.579,0.987508671,1416.820359,11.075,21609745.63,2.60E+12,22124873.97,160.3009039,1.301143471,96.74924884,531440,236609,296484508,230310,158259,2359671.266,172755.8071
31/01/2018,10125.01333,1.70E+11,933239777.9,154444.5903,1.042831316,1745.948718,15.675,15139761.91,2.60E+12,15840583.36,162.2062363,1.016284084,80.52914833,481100,204276,296688784,197264,141543,1785708.486,159867.3306
01/02/2018,9083.258333,1.53E+11,1509688358,154613.2244,1.053963175,1610.4,12.475,20703947.91,2.60E+12,19329173.73,214.0275449,0.799509243,78.04964662,591550,257664,296946448,249466,179686,2190613.275,276923.3207
02/02/2018,8901.901667,1.50E+11,2213436748,154785.0008,1.022478524,1404.27381,11.225,21739145.31,2.60E+12,20349747.21,274.3625824,0.717893514,89.59190155,551198,235918,297182366,229894,155128,1460796.38,330740.2192
03/02/2018,9076.678333,1.53E+11,952403805,154942.4583,0.996566861,1233.487342,10.475,20445148.56,2.60E+12,18561807.19,146.9277694,1.290914289,98.82475748,436196,194891,297377257,184856,131568,910042.4792,164374.0244
04/02/2018,8400.648333,1.42E+11,1080682795,155118.7652,0.990487949,975.7696629,9.275,23033142.05,2.60E+12,19061071.07,111.3166981,1.208996973,112.9996774,396694,173687,297550944,165753,125143,972248.5047,193244.214
05/02/2018,6838.816667,1.15E+11,1793319477,155322.7709,1.10273347,1169.52973,6.133333333,23938939.78,2.60E+12,16457612.31,173.7675019,0.967008003,78.58611514,486553,216363,297767307,208757,144850,1848912.714,257109.2993
06/02/2018,7685.633333,1.30E+11,3094258118,155504.25,1.067524459,1436,7.433333333,24293141.32,2.61E+12,17000620.93,164.2699857,0.800015119,72.07311859,589896,244120,298011427,238351,164738,1914332.616,286153.3403
07/02/2018,8099.958333,1.37E+11,1670287564,155655.3629,1.07172239,1515.737589,8.866666667,20149017.21,2.87E+12,14762174.06,123.521091,0.905837982,71.48027201,489402,213719,298225146,205988,144287,1160111.912,208207.3317
08/02/2018,8240.536667,1.39E+11,1336661911,155792.6909,1.048305229,1322.816794,13.675,18720008.9,2.87E+12,13782297.58,87.98500449,0.805963099,82.05323158,398607,173289,298398435,166517,126556,1171509.554,214089.8269
09/02/2018,8535.516667,1.44E+11,1093134650,155937.9769,1.076192548,1317.481481,12.2,19291612.22,2.87E+12,14685356.43,88.36425123,0.890278763,85.22387785,462086,177860,298576295,173698,131499,1144162.672,199472.8309
10/02/2018,8319.876566,1.40E+11,918540174.5,156085.9522,1.034792427,1271.20979,9.45,20434818.87,2.87E+12,15154655.17,88.79565618,1.614558752,85.87463218,421547,181783,298758078,177603,133091,1537986.4,116211.0486
11/02/2018,8343.455,1.41E+11,796391653.7,156237.997,1.006919152,974.8874172,7.533333333,21578025.52,2.87E+12,15831705.86,61.96458348,2.272316404,110.4917533,368624,147208,298905286,144165,108927,1398605.054,85791.95132
12/02/2018,8811.343333,1.49E+11,836623674.3,156410.8514,1.04129159,1126.012048,10.2,23721537.99,2.87E+12,18398084.88,69.96971094,1.184872015,101.1142028,437380,186918,299092204,183345,133062,1674741.825,181029.6541
13/02/2018,8597.7675,1.45E+11,188454378.6,156580.2562,1.032956159,1115.756098,11.05,23435736.33,2.87E+12,17728596.59,68.57325292,1.44189933,99.54422387,414749,182984,299275188,179616,128687,1315762.899,146929.3458
14/02/2018,9334.633333,1.57E+11,915165499.8,156762.0906,1.015834832,1097.301676,10.225,25579248.8,2.87E+12,20951584.52,63.75846926,1.553880667,109.3663177,450367,196417,299471605,192621,140594,1557016.979,148097.5031
15/02/2018,9977.154,1.68E+11,1282426211,156901.4609,1.063894962,1512.847328,8.483333333,18720008.9,2.87E+12,16527155.6,64.08005499,1.317212648,85.66287851,475029,198183,299669788,194351,139075,1418774.184,129180.3611
16/02/2018,10127.16167,1.71E+11,866501985.7,157056.8335,0.989634395,1195.783439,6.616666667,22435430.51,2.87E+12,19925190.58,58.25713445,1.893340098,109.0058176,422415,187738,299857526,180685,126413,1102895.659,106729.749
17/02/2018,10841.99167,1.83E+11,973554319.9,157201.813,0.973017181,1166.369128,7.933333333,21292223.86,2.87E+12,20236577.45,48.63875388,2.362525288,119.2282046,401860,173789,300031315,167847,122775,1473900.19,80893.89618
18/02/2018,10503.29833,1.77E+11,1377347061,157359.4012,0.972766673,984.537037,6.966666667,23149934.67,2.87E+12,21269179.13,44.58328081,2.598018015,136.2892293,378869,159495,300190810,153951,113528,1639023.581,79660.08198
19/02/2018,11110.965,1.87E+11,1020588579,157522.4679,1.006584074,1156.58642,8.416666667,23149934.67,2.87E+12,22566369.91,50.9081119,2.006207057,123.10248,436341,187367,300378177,181922,135051,1789525.591,103474.2702
20/02/2018,11390.39167,1.92E+11,1258473016,157664.9963,1.010840262,1407.48227,8.466666667,21079198.67,2.97E+12,20189469.23,52.23072575,1.391617113,104.1570821,455116,198455,300576632,191891,139951,1268017.879,130404.456
21/02/2018,10532.79167,1.78E+11,1601103156,157831.4773,0.985094627,1214.207101,6.883333333,25265138.83,3.01E+12,22261055.19,40.68256761,1.480258985,110.521018,459675,205201,300781833,197610,143455,1325803.34,145459.8546
22/02/2018,9931.071667,1.68E+11,1395055529,157968.4018,0.918956356,1229.765101,9.116666667,22275181.57,3.01E+12,18506552.05,37.60222865,0.751361389,102.9827894,499533,183235,300965068,176840,135007,1494875.802,252887.9253
23/02/2018,10162.11667,1.72E+11,1156539786,158117.3332,1.006292973,1251.304054,12.675,22125683.71,3.01E+12,19145427.8,73.94810594,1.092283088,105.5730244,424502,185193,301150261,177105,135438,1010312.596,176140.0618
24/02/2018,9697.956,1.64E+11,814952720.4,158266.3778,1.027894041,1065.751724,14.75,21677190.12,3.01E+12,18033349.18,96.10766905,1.137818222,119.7768335,355221,154534,301304795,147767,115740,746134.7536,167742.7581
25/02/2018,9696.593333,1.64E+11,619244270.7,158387.8154,0.710161316,847.1871345,6.5,25564134.55,3.01E+12,20726468.25,41.44060303,2.85571649,145.8441828,355805,144869,301449664,140109,107210,605383.3206,76301.01273
26/02/2018,10348.60333,1.75E+11,982054724.8,158526.3217,0.982314461,1322.510638,12.6,21079198.67,3.01E+12,18260110.58,46.19035139,1.689010822,100.3754893,435989,186474,301636138,176307,134671,845197.4917,107085.7764
27/02/2018,10763.88333,1.82E+11,820239742.2,158688.9125,1.01619215,1372.65,10.625,23919658.06,3.01E+12,21592349.97,50.54578675,1.472076233,100.4982862,494787,219624,301855762,206374,144472,945506.246,139296.1683
28/02/2018,10370.165,1.75E+11,871257588,158852.316,1.0542164,1220.793548,10.725,23172168.75,3.01E+12,20144045.51,51.29908837,0.984744257,108.994016,469400,189223,302044985,182462,139920,1383087.973,201960.9736
